ts_event,symbol,ofi_integrated
2024-10-21 11:55:31.195023714+00:00,AAPL,-0.3523006405969505
2024-10-21 11:55:34.079261198+00:00,AAPL,-0.0002581700621696851
2024-10-21 11:55:35.302921978+00:00,AAPL,-3.7512749576282626e-06
2024-10-21 11:55:35.303067914+00:00,AAPL,-0.21526483094397283
2024-10-21 11:55:35.304531207+00:00,AAPL,0.15109109089579914
2024-10-21 11:55:35.305736838+00:00,AAPL,-0.21526419635328833
2024-10-21 11:55:35.374212373+00:00,AAPL,-0.07968168101626197
2024-10-21 11:55:35.374226300+00:00,AAPL,0.17404060935213894
2024-10-21 11:55:38.243671650+00:00,AAPL,15.460086479024916
2024-10-21 11:55:38.243683612+00:00,AAPL,0.00017792262157538197
2024-10-21 11:55:38.298336797+00:00,AAPL,-0.0031625899713166026
2024-10-21 11:55:38.572413983+00:00,AAPL,-1.7811267499242274
2024-10-21 11:55:44.733510979+00:00,AAPL,1.1066526469604523
2024-10-21 11:55:44.791957886+00:00,AAPL,-2.381208671858779
2024-10-21 11:55:51.293948230+00:00,AAPL,-0.7217371691603244
2024-10-21 11:55:51.294217665+00:00,AAPL,0.13392383356369783
2024-10-21 11:55:51.365188500+00:00,AAPL,-0.03284113262956712
2024-10-21 11:55:51.401597368+00:00,AAPL,0.17404060935213894
2024-10-21 11:55:53.213328704+00:00,AAPL,-0.05764286677133764
2024-10-21 11:55:53.213365167+00:00,AAPL,0.057651100928316726
2024-10-21 11:55:54.691386316+00:00,AAPL,-0.0027130061050489674
2024-10-21 11:55:54.691398035+00:00,AAPL,15.796051775756176
2024-10-21 11:55:54.691407713+00:00,AAPL,-1.7813051114891725
2024-10-21 11:55:54.745856609+00:00,AAPL,0.005321665796358939
2024-10-21 11:55:54.745868744+00:00,AAPL,-0.005321665796358939
2024-10-21 11:55:54.762492206+00:00,AAPL,-0.03011687893136556
2024-10-21 11:55:54.762530320+00:00,AAPL,0.17384418977581817
2024-10-21 11:55:55.306692496+00:00,AAPL,-0.029976715382203388
2024-10-21 11:55:55.306705027+00:00,AAPL,0.17352598847757825
2024-10-21 11:55:55.361082355+00:00,AAPL,15.795703009815728
2024-10-21 11:55:55.706105479+00:00,AAPL,-0.0031625899713166026
2024-10-21 11:55:58.151580102+00:00,AAPL,-0.002012557258656139
2024-10-21 11:56:07.493655598+00:00,AAPL,-0.00013954455422965194
2024-10-21 11:56:10.953492365+00:00,AAPL,-0.0003325366014193691
2024-10-21 11:56:10.953504236+00:00,AAPL,0.003223206392269799
2024-10-21 11:56:11.008155483+00:00,AAPL,0.0031625899713166026
2024-10-21 11:56:11.008167451+00:00,AAPL,-0.004025114517312278
2024-10-21 11:56:11.038752302+00:00,AAPL,-0.15670088947758817
2024-10-21 11:56:11.038803026+00:00,AAPL,0.7193263869391447
2024-10-21 11:56:14.982879375+00:00,AAPL,-0.03903660677155641
2024-10-21 11:56:14.982891924+00:00,AAPL,-0.0014758753244456535
2024-10-21 11:56:15.036962807+00:00,AAPL,0.005235763650925937
2024-10-21 11:56:15.039085832+00:00,AAPL,0.13869002609419134
2024-10-21 11:56:15.039203352+00:00,AAPL,-0.05934072077901387
2024-10-21 11:56:17.922879284+00:00,AAPL,0.13858179462273945
2024-10-21 11:56:17.922956219+00:00,AAPL,-0.05914969111228446
2024-10-21 11:56:23.203362495+00:00,AAPL,-0.03903660677155641
2024-10-21 11:56:23.203374367+00:00,AAPL,-0.0014758753244456535
2024-10-21 11:56:23.230980890+00:00,AAPL,-0.002951750648891307
2024-10-21 11:56:23.259005865+00:00,AAPL,-0.002012557258656139
2024-10-21 11:56:23.260424017+00:00,AAPL,-0.1723187943790447
2024-10-21 11:56:23.260520532+00:00,AAPL,0.7235187707634563
2024-10-21 11:56:24.985297090+00:00,AAPL,-0.17210296836239727
2024-10-21 11:56:24.985309618+00:00,AAPL,0.7205826576967815
2024-10-21 11:56:25.053201827+00:00,AAPL,0.005235763650925937
2024-10-21 11:56:29.970611371+00:00,AAPL,6.949758311259982e-05
2024-10-21 11:56:34.567796323+00:00,AAPL,-0.03903660677155641
2024-10-21 11:56:34.567809267+00:00,AAPL,-0.0014758753244456535
2024-10-21 11:56:34.623413180+00:00,AAPL,0.005235763650925937
2024-10-21 11:56:42.272625996+00:00,AAPL,-0.0031625899713166026
2024-10-21 11:56:43.878708550+00:00,AAPL,-1.7796239337577715
2024-10-21 11:56:43.878991240+00:00,AAPL,15.757281404820475
2024-10-21 11:56:47.448697059+00:00,AAPL,-0.03903660677155641
2024-10-21 11:56:47.557683879+00:00,AAPL,0.003223206392269799
2024-10-21 11:56:51.014654312+00:00,AAPL,-0.002012557258656139
2024-10-21 11:56:51.014666179+00:00,AAPL,-0.03903660677155641
2024-10-21 11:56:51.014676787+00:00,AAPL,-1.8185226916840418
2024-10-21 11:56:55.866035650+00:00,AAPL,18.104359152332176
2024-10-21 11:57:04.890399029+00:00,AAPL,-1.8759328049084731
2024-10-21 11:57:04.890725062+00:00,AAPL,25.19118732771024
2024-10-21 11:57:06.458943234+00:00,AAPL,1.826288243325658
2024-10-21 11:57:06.459285665+00:00,AAPL,0.0
2024-10-21 11:57:07.554141976+00:00,AAPL,0.0
2024-10-21 11:57:08.621131954+00:00,AAPL,0.0
2024-10-21 11:57:10.160087903+00:00,AAPL,0.0
2024-10-21 11:57:14.110885099+00:00,AAPL,0.0
2024-10-21 11:57:14.837669309+00:00,AAPL,-20.012202954853464
2024-10-21 11:57:14.894521785+00:00,AAPL,1.8263297659146593
2024-10-21 11:57:15.098765695+00:00,AAPL,0.006918165515310374
2024-10-21 11:57:15.098777532+00:00,AAPL,0.6012597655438445
2024-10-21 11:57:15.158138746+00:00,AAPL,-0.8842055362329678
2024-10-21 11:57:15.158151037+00:00,AAPL,1.202519531087689
2024-10-21 11:57:15.238560230+00:00,AAPL,-0.6698746289095105
2024-10-21 11:57:15.426680348+00:00,AAPL,1.1975044968609012
2024-10-21 11:57:15.993250474+00:00,AAPL,0.0
2024-10-21 11:57:17.249143876+00:00,AAPL,0.006918165515310374
2024-10-21 11:57:17.249155657+00:00,AAPL,0.6012597655438445
2024-10-21 11:57:17.304858834+00:00,AAPL,-0.8872802764833471
2024-10-21 11:57:17.495155713+00:00,AAPL,0.0
2024-10-21 11:57:20.112111433+00:00,AAPL,-0.9213726773441022
2024-10-21 11:57:22.737207625+00:00,AAPL,0.0
2024-10-21 11:57:23.434433631+00:00,AAPL,0.0
2024-10-21 11:57:23.522180556+00:00,AAPL,-2.1525355277335807
2024-10-21 11:57:23.522320812+00:00,AAPL,0.16908627805804433
2024-10-21 11:57:23.575986228+00:00,AAPL,-2.124912945150448
2024-10-21 11:57:23.893151634+00:00,AAPL,0.0
2024-10-21 11:57:23.893151634+00:00,AAPL,-0.3911925726247485
2024-10-21 11:57:23.893200066+00:00,AAPL,-1.8150809934706502
2024-10-21 11:57:23.964289822+00:00,AAPL,-0.12334091774684043
2024-10-21 11:57:23.964302478+00:00,AAPL,0.1400306953345532
2024-10-21 11:57:23.993763323+00:00,AAPL,2.4047787420027156
2024-10-21 11:57:25.745564633+00:00,AAPL,-0.08047048061532658
2024-10-21 11:57:25.813792371+00:00,AAPL,0.04812636521883741
2024-10-21 11:57:25.852973172+00:00,AAPL,0.8169290283338355
2024-10-21 11:57:25.862973670+00:00,AAPL,0.08269372265519007
2024-10-21 11:57:25.868673528+00:00,AAPL,0.0005126472418042267
2024-10-21 11:57:26.000349886+00:00,AAPL,0.00018131162387496544
2024-10-21 11:57:28.039292565+00:00,AAPL,-0.0003461403713537636
2024-10-21 11:57:28.039302990+00:00,AAPL,-0.02712361791681076
2024-10-21 11:57:28.039347712+00:00,AAPL,0.0
2024-10-21 11:57:28.153707091+00:00,AAPL,0.08269372265519007
2024-10-21 11:57:28.163711748+00:00,AAPL,0.0005126472418042267
2024-10-21 11:57:28.163725884+00:00,AAPL,-2.28220933196009
2024-10-21 11:57:29.331953680+00:00,AAPL,0.03162589808669128
2024-10-21 11:57:29.331966683+00:00,AAPL,1.0295543907077085
2024-10-21 11:57:30.995192991+00:00,AAPL,0.00018131162387496544
2024-10-21 11:57:31.496234971+00:00,AAPL,-0.7159991550629028
2024-10-21 11:57:36.264542456+00:00,AAPL,0.03332514022828234
2024-10-21 11:57:36.267934826+00:00,AAPL,-0.00010878697453219254
2024-10-21 11:57:37.887981490+00:00,AAPL,0.16776456494514572
2024-10-21 11:57:38.016963535+00:00,AAPL,0.0011691497464607812
2024-10-21 11:57:40.885440558+00:00,AAPL,-0.23206936944465076
2024-10-21 11:57:40.885481569+00:00,AAPL,0.1644469934804786
2024-10-21 11:57:41.319151873+00:00,AAPL,-2.135155399983588
2024-10-21 11:57:41.319163898+00:00,AAPL,-0.03588311395425206
2024-10-21 11:57:41.375697228+00:00,AAPL,-0.0017522668240815345
2024-10-21 11:57:41.375709324+00:00,AAPL,0.0023382994929215624
2024-10-21 11:57:41.965660865+00:00,AAPL,-0.41088734063555327
2024-10-21 11:57:42.074173420+00:00,AAPL,0.3144483097074264
2024-10-21 11:57:42.169221771+00:00,AAPL,-0.005321665796358939
2024-10-21 11:57:42.207878969+00:00,AAPL,-0.3732987978876772
2024-10-21 11:57:42.313260974+00:00,AAPL,0.3144483097074264
2024-10-21 11:57:42.380159117+00:00,AAPL,-0.0027130061050489674
2024-10-21 11:57:42.412324426+00:00,AAPL,0.005321665796358939
2024-10-21 11:57:42.412336614+00:00,AAPL,-0.005321665796358939
2024-10-21 11:57:48.072962640+00:00,AAPL,-0.0027130061050489674
2024-10-21 11:57:48.072974095+00:00,AAPL,-0.04031209817181605
2024-10-21 11:57:48.072984615+00:00,AAPL,-0.01397989836956575
2024-10-21 11:57:48.076659157+00:00,AAPL,0.3256936327881367
2024-10-21 11:57:48.076742621+00:00,AAPL,-0.0537449539649531
2024-10-21 11:57:48.136477014+00:00,AAPL,0.005321665796358939
2024-10-21 11:57:48.136488492+00:00,AAPL,-0.005321665796358939
2024-10-21 11:57:48.194611663+00:00,AAPL,-0.39411016946068833
2024-10-21 11:57:48.194659897+00:00,AAPL,0.3444740669650822
2024-10-21 11:57:51.070607242+00:00,AAPL,0.0
2024-10-21 11:57:51.271195500+00:00,AAPL,-0.035855345791953944
2024-10-21 11:57:51.287108312+00:00,AAPL,0.03880590812955324
2024-10-21 11:57:51.287157718+00:00,AAPL,-0.046558169226351545
2024-10-21 11:57:51.322699915+00:00,AAPL,0.0
2024-10-21 11:57:52.317929239+00:00,AAPL,-0.04028803766209646
2024-10-21 11:57:52.317942384+00:00,AAPL,-0.01397989836956575
2024-10-21 11:57:58.266584280+00:00,AAPL,-0.03586958587516549
2024-10-21 11:58:06.284720780+00:00,AAPL,-0.41010205006298045
2024-10-21 11:58:06.284733562+00:00,AAPL,-0.00467049150609708
2024-10-21 11:58:06.339571308+00:00,AAPL,1.0642061344377167
2024-10-21 11:58:06.359829740+00:00,AAPL,-0.0025329667991305658
2024-10-21 11:58:06.360206541+00:00,AAPL,-0.07742108926100413
2024-10-21 11:58:06.360243785+00:00,AAPL,0.04248491175812698
2024-10-21 11:58:06.414660818+00:00,AAPL,0.00467049150609708
2024-10-21 11:58:06.414672832+00:00,AAPL,0.17311982000953924
2024-10-21 11:58:14.036350634+00:00,AAPL,0.0
2024-10-21 11:58:14.036377136+00:00,AAPL,-2.0993706730093913
2024-10-21 11:58:14.144708873+00:00,AAPL,0.9915233580062682
2024-10-21 11:58:18.578706483+00:00,AAPL,-2.0993706730093913
2024-10-21 11:58:18.578717695+00:00,AAPL,-0.03586958587516549
2024-10-21 11:58:18.649580622+00:00,AAPL,-0.04028803766209646
2024-10-21 11:58:18.666193529+00:00,AAPL,0.0
2024-10-21 11:58:18.666193529+00:00,AAPL,-5.6763845557930374e-05
2024-10-21 11:58:18.721960191+00:00,AAPL,-0.06738262179674162
2024-10-21 11:58:18.722551669+00:00,AAPL,-0.026172306002974485
2024-10-21 11:58:18.722579315+00:00,AAPL,0.01933928008449939
2024-10-21 11:58:18.733836431+00:00,AAPL,0.11631754262385278
2024-10-21 11:58:18.771745684+00:00,AAPL,-0.06365871091288544
2024-10-21 11:58:19.574896952+00:00,AAPL,0.0775567006621576
2024-10-21 11:58:19.574907103+00:00,AAPL,-0.06365871091288544
2024-10-21 11:58:19.604471701+00:00,AAPL,-0.005321665796358939
2024-10-21 11:58:19.632503658+00:00,AAPL,-0.017129791587143034
2024-10-21 11:58:21.722356897+00:00,AAPL,0.010412226285195041
2024-10-21 11:58:21.794663862+00:00,AAPL,-0.0013224731017417819
2024-10-21 11:58:32.993346096+00:00,AAPL,0.0017522668240815345
2024-10-21 11:58:37.947553299+00:00,AAPL,-0.017129791587143034
2024-10-21 11:58:37.947562931+00:00,AAPL,0.0775567006621576
2024-10-21 11:58:37.947573917+00:00,AAPL,-0.0673533718961325
2024-10-21 11:58:40.491423845+00:00,AAPL,-0.36264534085512024
2024-10-21 11:58:40.491466764+00:00,AAPL,0.29878464186561954
2024-10-21 11:58:50.556727313+00:00,AAPL,-0.020824452570390083
2024-10-21 11:58:53.131341094+00:00,AAPL,0.0011691497464607812
2024-10-21 11:58:53.954307531+00:00,AAPL,0.0
2024-10-21 11:58:53.954307531+00:00,AAPL,-3.846004141692339e-05
2024-10-21 11:58:53.954317948+00:00,AAPL,0.1277690178264055
2024-10-21 11:58:53.954477659+00:00,AAPL,0.0
2024-10-21 11:58:53.954477659+00:00,AAPL,8.463156121980992
2024-10-21 11:58:53.954501480+00:00,AAPL,1.8068181655272793
2024-10-21 11:58:53.954502815+00:00,AAPL,0.07998213969750034
2024-10-21 11:58:53.954507571+00:00,AAPL,0.0016890841182809915
2024-10-21 11:58:53.954515456+00:00,AAPL,0.0011406801873352405
2024-10-21 11:58:53.954518683+00:00,AAPL,0.0008611017114176742
2024-10-21 11:58:53.954521070+00:00,AAPL,4.466327386714134e-05
2024-10-21 11:58:53.954534910+00:00,AAPL,1.5821813838683314
2024-10-21 11:58:53.954535707+00:00,AAPL,1.5653305891865148
2024-10-21 11:58:53.954546864+00:00,AAPL,-0.0011406801873352405
2024-10-21 11:58:53.954549208+00:00,AAPL,-0.0001579893812409776
2024-10-21 11:58:53.954555754+00:00,AAPL,0.0
2024-10-21 11:58:53.954564591+00:00,AAPL,-0.0016890841182809915
2024-10-21 11:58:53.954570870+00:00,AAPL,-0.003253050865504748
2024-10-21 11:58:53.954666995+00:00,AAPL,-7.715521921686479
2024-10-21 11:58:53.954950395+00:00,AAPL,0.16270888131908193
2024-10-21 11:58:54.013566047+00:00,AAPL,-0.043408372409182286
2024-10-21 11:58:54.013589130+00:00,AAPL,0.08128534733252571
2024-10-21 11:58:54.021444014+00:00,AAPL,-0.043408372409182286
2024-10-21 11:58:54.043347922+00:00,AAPL,-0.008183355171436259
2024-10-21 11:58:54.063766628+00:00,AAPL,-21.551033493286162
2024-10-21 11:58:54.213766156+00:00,AAPL,-0.3705165314378141
2024-10-21 11:58:58.704657287+00:00,AAPL,0.5592968431876238
2024-10-21 11:58:58.704745556+00:00,AAPL,-0.01584989382247247
2024-10-21 11:58:58.758409305+00:00,AAPL,-0.003378168236561983
2024-10-21 11:58:58.758422757+00:00,AAPL,0.003378168236561983
2024-10-21 11:58:58.912375357+00:00,AAPL,0.9791336796706127
2024-10-21 11:58:58.912551174+00:00,AAPL,-0.018770780492236423
2024-10-21 11:58:58.912551174+00:00,AAPL,-1.2691813647072696e-06
2024-10-21 11:58:58.912551174+00:00,AAPL,0.11077095723941287
2024-10-21 11:58:58.912577219+00:00,AAPL,0.0066580546471599195
2024-10-21 11:58:58.912588388+00:00,AAPL,0.0012775618134656462
2024-10-21 11:58:58.912594900+00:00,AAPL,0.42912929886073364
2024-10-21 11:58:58.912609151+00:00,AAPL,0.19513248493196603
2024-10-21 11:58:58.912613899+00:00,AAPL,0.0017029330607296286
2024-10-21 11:58:58.912617614+00:00,AAPL,-1.5789384517207792
2024-10-21 11:58:58.912620981+00:00,AAPL,-0.16775041281167266
2024-10-21 11:58:58.912628049+00:00,AAPL,3.1114356989177585
2024-10-21 11:58:58.912639087+00:00,AAPL,-0.0010037985656371924
2024-10-21 11:58:58.912642543+00:00,AAPL,-0.001405317988679914
2024-10-21 11:58:58.912684059+00:00,AAPL,-6.795593134018087
2024-10-21 11:58:58.912954809+00:00,AAPL,-0.05155716243458803
2024-10-21 11:58:58.926466671+00:00,AAPL,-0.9733799230895582
2024-10-21 11:58:58.945466491+00:00,AAPL,0.6263122556913298
2024-10-21 11:58:58.980196081+00:00,AAPL,-0.939468381971214
2024-10-21 11:58:58.980205607+00:00,AAPL,1.940653209088007
2024-10-21 11:58:58.983388525+00:00,AAPL,-7.104897441146148
2024-10-21 11:58:58.983400771+00:00,AAPL,1.778424569699452
2024-10-21 11:58:59.013763041+00:00,AAPL,-14.196095738164281
2024-10-21 11:58:59.013823110+00:00,AAPL,-1.6967881267447322
2024-10-21 11:58:59.163763153+00:00,AAPL,-0.2719050700138942
2024-10-21 11:59:00.168228588+00:00,AAPL,-1.3008816938379237
2024-10-21 11:59:00.168269867+00:00,AAPL,0.14137368436874292
2024-10-21 11:59:00.853830846+00:00,AAPL,-1.789463576611882
2024-10-21 11:59:01.071525039+00:00,AAPL,-1.3080564980112332
2024-10-21 11:59:01.071537379+00:00,AAPL,0.13918354843521352
2024-10-21 11:59:01.127333717+00:00,AAPL,-1.789463576611882
2024-10-21 11:59:01.141872098+00:00,AAPL,10.214675542847186
2024-10-21 11:59:01.141884696+00:00,AAPL,-1.8562725841334298
2024-10-21 11:59:01.197001468+00:00,AAPL,-1.1972014797875894
2024-10-21 11:59:01.197013688+00:00,AAPL,-1.7478481449847725
2024-10-21 11:59:01.308608556+00:00,AAPL,-1.7478481449847725
2024-10-21 11:59:01.341702894+00:00,AAPL,-0.0001916342720198469
2024-10-21 11:59:01.341757997+00:00,AAPL,-0.002410199551261446
2024-10-21 11:59:01.498729008+00:00,AAPL,0.002007597131274385
2024-10-21 11:59:01.983695936+00:00,AAPL,0.0012775618134656462
2024-10-21 11:59:02.037392833+00:00,AAPL,-0.002007597131274385
2024-10-21 11:59:02.037405330+00:00,AAPL,0.002007597131274385
2024-10-21 11:59:02.587275146+00:00,AAPL,0.002007597131274385
2024-10-21 11:59:05.075636621+00:00,AAPL,9.085987419963557
2024-10-21 11:59:05.075648273+00:00,AAPL,-1.8073139415635866
2024-10-21 11:59:05.129969945+00:00,AAPL,0.002007597131274385
2024-10-21 11:59:05.149534519+00:00,AAPL,0.004269496241703322
2024-10-21 11:59:05.149624943+00:00,AAPL,0.14151882071079025
2024-10-21 11:59:22.128191719+00:00,AAPL,-1.3046933891611714
2024-10-21 11:59:22.128203635+00:00,AAPL,0.14352641784206463
2024-10-21 11:59:22.227115805+00:00,AAPL,0.002007597131274385
2024-10-21 11:59:22.702793943+00:00,AAPL,-1.3046933891611714
2024-10-21 11:59:22.702805375+00:00,AAPL,0.14352641784206463
2024-10-21 11:59:22.748399070+00:00,AAPL,-1.789463576611882
2024-10-21 11:59:24.992210687+00:00,AAPL,0.9165545191080813
2024-10-21 11:59:29.283276904+00:00,AAPL,-1.789463576611882
2024-10-21 11:59:29.283287223+00:00,AAPL,10.214675542847186
2024-10-21 11:59:29.283298495+00:00,AAPL,-1.8562725841334298
2024-10-21 11:59:29.341806485+00:00,AAPL,-1.8331090382161626
2024-10-21 11:59:29.368105783+00:00,AAPL,-1.8331090382161626
2024-10-21 11:59:29.441553398+00:00,AAPL,-0.04266664520172673
2024-10-21 11:59:29.441648558+00:00,AAPL,0.3254366859143295
2024-10-21 11:59:29.504292026+00:00,AAPL,0.0012775618134656462
2024-10-21 11:59:29.550327634+00:00,AAPL,-0.002007597131274385
2024-10-21 11:59:29.550340581+00:00,AAPL,0.002007597131274385
2024-10-21 11:59:30.102712999+00:00,AAPL,0.0
2024-10-21 11:59:30.102712999+00:00,AAPL,19.83850219033709
2024-10-21 11:59:30.102735583+00:00,AAPL,0.939292537048003
2024-10-21 11:59:30.102746947+00:00,AAPL,0.00010878697422137263
2024-10-21 11:59:30.102753002+00:00,AAPL,1.6695809377088773
2024-10-21 11:59:30.102766235+00:00,AAPL,0.07266423743837536
2024-10-21 11:59:30.102781049+00:00,AAPL,-0.0028106359548747406
2024-10-21 11:59:30.102784354+00:00,AAPL,-0.06530002743426072
2024-10-21 11:59:30.166940785+00:00,AAPL,0.0055069974391641595
2024-10-21 11:59:30.203764599+00:00,AAPL,-6.850081564389454
2024-10-21 11:59:30.353763576+00:00,AAPL,-1.345921011386936
2024-10-21 11:59:33.214948750+00:00,AAPL,0.0016533152862461139
2024-10-21 11:59:33.268596579+00:00,AAPL,-0.0031229288609572053
2024-10-21 11:59:40.586082406+00:00,AAPL,0.9382203347642533
2024-10-21 11:59:40.711462280+00:00,AAPL,-1.3458655372349364
2024-10-21 11:59:40.711462280+00:00,AAPL,0.9359194112803182
2024-10-21 11:59:44.915756078+00:00,AAPL,-1.3446252522136461
2024-10-21 11:59:56.140334654+00:00,AAPL,-0.5199658024681433
2024-10-21 11:59:56.140348516+00:00,AAPL,0.5272870118967097
2024-10-21 11:59:56.303825659+00:00,AAPL,0.6775122819736188
2024-10-21 11:59:56.303838548+00:00,AAPL,-1.4273209468642238
2024-10-21 11:59:56.366678187+00:00,AAPL,0.004876240028781986
2024-10-21 11:59:56.374323675+00:00,AAPL,0.6976378539015251
2024-10-21 11:59:56.374379339+00:00,AAPL,-1.418833481710439
2024-10-21 11:59:57.076259289+00:00,AAPL,0.6886905360184656
2024-10-21 11:59:57.076314960+00:00,AAPL,-1.4047273485034204
2024-10-21 11:59:57.121796841+00:00,AAPL,0.0031229288609572053
2024-10-21 11:59:58.069271668+00:00,AAPL,-0.541281021915554
2024-10-21 11:59:58.069284093+00:00,AAPL,0.5547568447923286
2024-10-21 12:00:01.682008523+00:00,AAPL,0.6797432181354063
2024-10-21 12:00:01.682052966+00:00,AAPL,-1.4047273485034204
2024-10-21 12:00:01.884638806+00:00,AAPL,0.0031229288609572053
2024-10-21 12:00:02.064285089+00:00,AAPL,-0.541281021915554
2024-10-21 12:00:02.160356498+00:00,AAPL,-0.3458247886354502
2024-10-21 12:00:02.160444679+00:00,AAPL,0.6951661857253005
2024-10-21 12:00:02.178747608+00:00,AAPL,1.7946252286334625
2024-10-21 12:00:02.219875510+00:00,AAPL,0.9423277302328426
2024-10-21 12:00:02.605471012+00:00,AAPL,-0.002699771928991334
2024-10-21 12:00:02.834037742+00:00,AAPL,0.0016533152862461139
2024-10-21 12:00:03.047639596+00:00,AAPL,-0.0031229288609572053
2024-10-21 12:00:03.047650452+00:00,AAPL,-1.2816695668732385
2024-10-21 12:00:03.057465668+00:00,AAPL,0.9728216466483276
2024-10-21 12:00:03.060752951+00:00,AAPL,-1.2816695668732385
2024-10-21 12:00:03.162897564+00:00,AAPL,0.9730053483598626
2024-10-21 12:00:03.902053598+00:00,AAPL,0.0033066305724922277
2024-10-21 12:00:04.046818528+00:00,AAPL,-1.3017455371535038
2024-10-21 12:00:04.147280360+00:00,AAPL,0.9730053483598626
2024-10-21 12:00:06.012108650+00:00,AAPL,-1.3017455371535038
2024-10-21 12:00:06.012122140+00:00,AAPL,0.9679888622294928
2024-10-21 12:00:06.101295300+00:00,AAPL,-1.2591251431504034
2024-10-21 12:00:06.101307454+00:00,AAPL,0.9670664401500231
2024-10-21 12:00:07.067376608+00:00,AAPL,0.0
2024-10-21 12:00:07.067376608+00:00,AAPL,-1.25661181658495
2024-10-21 12:00:07.067419673+00:00,AAPL,-1.869082850743876
2024-10-21 12:00:07.067421371+00:00,AAPL,-0.002007597131274385
2024-10-21 12:00:07.067467022+00:00,AAPL,-1.2298094065219338
2024-10-21 12:00:07.086677914+00:00,AAPL,0.0016769904453633605
2024-10-21 12:00:07.088999005+00:00,AAPL,-0.003208488554996584
2024-10-21 12:00:07.089009480+00:00,AAPL,-0.24145095074747974
2024-10-21 12:00:07.149589050+00:00,AAPL,-5.957709839167052
2024-10-21 12:00:07.149680427+00:00,AAPL,1.566532608143875
2024-10-21 12:00:07.173766393+00:00,AAPL,0.24283181567335713
2024-10-21 12:00:07.190951663+00:00,AAPL,0.14061279530699866
2024-10-21 12:00:07.323764357+00:00,AAPL,13.81670767641727
2024-10-21 12:00:07.337509459+00:00,AAPL,-0.0013836331168984057
2024-10-21 12:00:07.338114020+00:00,AAPL,0.0018448441543271708
2024-10-21 12:00:07.646720038+00:00,AAPL,0.0
2024-10-21 12:00:07.956169614+00:00,AAPL,-0.0013836331168984057
